YEAR,ROUTE,WATERS,MUNIT,FISHERY,DAYTYPE,MONTH,PHOURS,SDPHOURS,PARTY,INDHRS,SDINDHRS,MTRIP,TRIPS,SDTRIPS,NINTS,HOURS,USSHOURS,VPHOURS,VINDHRS,VTRIPS
2014,ash,WI,WI-2,Warm-Open,Weekday,All,11415.0766485553,2068.86338686317,2.32588439023084,26550.1485901634,4776.68946579225,6.01988519869884,1896.22829535397,334.994689657705,103,634.483333333333,4705.54861111111,4280195.71350296,22816762.2526107,112221.442098862
2014,ash,WI,WI-2,Warm-Open,Weekend,May,1360.75540886412,417.987672028619,1.77719838824366,2418.33231942716,742.84701703498,3.90648148148148,348.332742728906,106.998503387274,18,70.3166666666667,300.781388888889,174713.693967904,551821.690717769,11448.6797271164
2014,ash,WI,WI-2,Warm-Open,Weekend,Jun,1376.11575445917,583.787296851449,2.2922539764645,3154.40681023449,1338.1887526172,4.44425287356322,309.6393912788,131.357803765876,29,128.883333333333,659.950277777778,340807.607965122,1790749.13763117,17254.8726101945
2014,ash,WI,WI-2,Warm-Open,Weekend,Jul,2694.45768641389,704.819223370584,2.16103865859339,5822.82722428452,1523.1415890236,4.68777777777778,574.7835785192,150.352524539826,31,143.133333333333,752.831111111111,496770.137632714,2319960.30021334,22605.881635499
2014,ash,WI,WI-2,Warm-Open,Weekend,Aug,1524.73765514369,263.885065281725,2.50517860917354,3819.74015826739,661.079220824139,4.54803921568627,335.251650839958,58.0217216183141,18,78.85,408.793055555556,69635.3276787401,437025.73620545,3366.52017955314
2014,ash,WI,WI-2,Warm-Open,Weekend,Sep,617.636242276755,184.568168290906,1.36917885264342,845.654481551481,252.706832895041,7.40833333333333,83.3704713984371,24.9135885207073,10,74.0833333333333,851.399166666667,34065.4087462603,63860.7433918421,620.686892979117
2014,ash,WI,WI-2,Warm-Open,Weekend,All,7573.70274715763,1056.40530857751,2.12062204313374,16060.960993765,2272.31547285133,4.5862930867266,1651.3778347653,235.152378353573,106,495.266666666667,2973.755,1115992.17599074,5163417.60815957,55296.6410453422
2014,ash,WI,WI-2,Warm-Open,All,May,2697.97944774099,584.738454272653,2.00433198327512,5407.64649732621,1177.87767543792,5.21297705710587,517.550608449992,118.85373096412,32,180.95,1233.10472222222,341919.059905172,1387395.81829504,14126.2093640915
2014,ash,WI,WI-2,Warm-Open,All,Jun,5632.10106529342,1975.94189099338,2.29414658868641,12920.86544608,4533.87775959905,5.64722977163899,997.321039348965,332.102336238001,75,411.883333333333,2779.54027777778,3904346.35658248,20556047.5389869,110291.961734738
2014,ash,WI,WI-2,Warm-Open,All,Jul,4886.71135311932,807.937765484624,2.23558606786388,10924.6638187058,1778.99017029343,5.07694907731947,962.529125011317,165.788602442066,44,216.633333333333,1232.62444444444,652763.432896287,3164806.02600063,27485.8606996933
2014,ash,WI,WI-2,Warm-Open,All,Aug,4092.11818753729,487.818819424265,2.39801926219172,9812.97823687948,1163.75277849057,5.00086426055178,818.282195703064,96.5660100526861,40,195.783333333333,1188.12916666667,237967.200584484,1354320.52944451,9324.99429749548
2014,ash,WI,WI-2,Warm-Open,All,Sep,1679.86934202193,509.108868048156,2.11025673024677,3544.95558493699,1231.91312520128,6.66818140624013,251.923161605936,79.3035752547478,18,124.5,1245.905,259191.839525275,1517609.94804318,6289.05704818545
2014,ash,WI,WI-2,Warm-Open,All,All,18988.779395713,2322.96962732914,2.2440151994998,42611.1095839285,5289.62946346625,5.35256133269635,3547.60613011927,409.289730074191,209,1129.75,7679.30361111111,5396187.8894937,27980179.8607702,167518.083144204
2014,ash,WI,WI-2,Bad R.,Weekend,Aug,89.5956601416077,15.5062456453856,4,358.382640566431,62.0249825815426,4.63333333333333,19.3371928363182,3.34667172202568,1,4.63333333333333,21.4677777777778,240.443654015041,3847.09846424066,11.2002116150063
2014,ash,WI,WI-2,Bad R.,Weekend,All,89.5956601416077,15.5062456453856,4,358.382640566431,62.0249825815426,4.63333333333333,19.3371928363182,3.34667172202568,1,4.63333333333333,21.4677777777778,240.443654015041,3847.09846424066,11.2002116150063
2014,ash,WI,WI-2,Bad R.,All,Aug,89.5956601416077,15.5062456453856,4,358.382640566431,62.0249825815426,4.63333333333333,19.3371928363182,3.34667172202568,1,4.63333333333333,21.4677777777778,240.443654015041,3847.09846424066,11.2002116150063
2014,ash,WI,WI-2,Bad R.,All,All,89.5956601416077,15.5062456453856,4,358.382640566431,62.0249825815426,4.63333333333333,19.3371928363182,3.34667172202568,1,4.63333333333333,21.4677777777778,240.443654015041,3847.09846424066,11.2002116150063
2014,ash,WI,WI-2,Non-Fishing,Weekday,May,71.5146932511734,21.8683597793357,2,143.029386502347,43.7367195586714,5.91666666666667,12.086990408649,3.69606080777505,1,5.91666666666667,35.0069444444444,478.225159438467,1912.90063775387,13.6608654947707
2014,ash,WI,WI-2,Non-Fishing,Weekday,Jul,975.826292005161,175.806398128654,2.2317880794702,2177.83748613072,392.362623638123,2.97424242424242,328.09238549333,59.1096397172246,11,32.7166666666667,168.855833333333,30907.8896229709,153948.428428191,3493.9495075001
2014,ash,WI,WI-2,Non-Fishing,Weekday,Aug,404.72104743833,64.6768298000096,2.54520795660036,1030.09923014367,164.615981814672,3.07222222222222,131.735603144484,21.0521326654642,6,18.4333333333333,82.5194444444444,4183.09231297941,27098.4214688083,443.192289764306
2014,ash,WI,WI-2,Non-Fishing,Weekday,Sep,49.1612013105206,21.9591689280098,1.35714285714286,66.7187732071351,29.8017292594419,1.16666666666667,42.1381725518748,18.822144795437,2,2.33333333333333,2.94444444444444,482.205100008872,888.143066853076,354.273134700396
2014,ash,WI,WI-2,Non-Fishing,Weekday,All,1501.22323400519,189.872094304028,2.27660004093174,3417.68487598388,428.774875198637,2.92036578189912,514.053151598337,65.6130764212407,20,59.4,289.326666666667,36051.4121953977,183847.893601606,4305.07579745957
2014,ash,WI,WI-2,Non-Fishing,Weekend,May,443.15665602733,136.125873753809,1.70451237263464,755.366003213979,232.02823604907,2.29,193.518190404948,59.4436129929299,10,22.9,116.04,18530.2535052381,53837.1023240428,3533.54312565322
2014,ash,WI,WI-2,Non-Fishing,Weekend,Jun,133.6432085347,56.695235993203,2.83488681757656,378.863370133658,160.724577136523,4.17222222222222,32.0316611667724,13.5887383206079,3,12.5166666666667,70.1475,3214.34978432498,25832.3896957143,184.653809145958
2014,ash,WI,WI-2,Non-Fishing,Weekend,Jul,175.698218955727,45.9593345467545,1.97321428571429,346.690235617996,90.687615489578,1.33333333333333,131.773664216795,34.4695009100658,7,9.33333333333333,26.7638888888889,2112.2604319805,8224.24360318555,1188.14649298903
2014,ash,WI,WI-2,Non-Fishing,Weekend,Aug,217.865705955852,37.7058347348226,3.40384615384615,741.581345272803,128.344860539685,1.40833333333333,154.697542690546,26.7733737762054,8,11.2666666666667,21.3655555555556,1421.72997304976,16472.4032269511,716.813543360404
2014,ash,WI,WI-2,Non-Fishing,Weekend,Sep,485.216143538904,144.997085190516,3.00945017182131,1460.23380654363,436.361502940188,4.85,100.044565678125,29.8963062248487,12,58.2,451.596666666667,21024.1547137459,190411.36124822,893.789125889929
2014,ash,WI,WI-2,Non-Fishing,Weekend,All,1455.57993301251,215.180734287108,2.53008074462813,3682.73476078206,542.93415816111,2.37814357736043,612.065624157185,80.7276043063247,40,114.216666666667,685.913611111111,46302.7484083392,294777.500098113,6516.94609703854
2014,ash,WI,WI-2,Non-Fishing,All,May,514.671349278503,137.871239439836,1.74557101532026,898.395389716326,236.114385334305,2.50320224053648,205.605180813597,59.5584082321547,11,28.8166666666667,151.046944444444,19008.4786646765,55750.0029617967,3547.20399114799
2014,ash,WI,WI-2,Non-Fishing,All,Jun,133.6432085347,56.695235993203,2.83488681757656,378.863370133658,160.724577136523,4.17222222222222,32.0316611667724,13.5887383206079,3,12.5166666666667,70.1475,3214.34978432498,25832.3896957143,184.653809145958
2014,ash,WI,WI-2,Non-Fishing,All,Jul,1151.52451096089,181.714473983091,2.19233520235026,2524.52772174872,402.706682377356,2.50404332236909,459.866049710125,68.4258430747414,18,42.05,195.619722222222,33020.1500549514,162172.672031377,4682.09600048913
2014,ash,WI,WI-2,Non-Fishing,All,Aug,622.586753394182,74.8653610558926,2.84567663182316,1771.68057541647,208.736256303881,2.17358487468053,286.433145835029,34.0588583649645,14,29.7,103.885,5604.82228602916,43570.8246957595,1160.00583312471
2014,ash,WI,WI-2,Non-Fishing,All,Sep,534.377344849425,146.650468167527,2.85744258147961,1526.95257975076,437.377987917857,3.75838411541209,142.182738229999,35.3279246572782,14,60.5333333333333,454.541111111111,21506.3598137547,191299.504315073,1248.06226059032
2014,ash,WI,WI-2,Non-Fishing,All,All,2956.8031670177,286.974146228779,2.40138393923854,7100.41963676594,691.827575122385,2.62565835032273,1126.11877575552,104.028947387245,60,173.616666666667,975.240277777778,82354.1606037368,478625.39369972,10822.0218944981
2014,ash,WI,WI-2,Tribal,Weekday,Jul,332.566372568239,59.9156802588231,2.33034379671151,774.993983309244,139.624133816899,5.575,59.6531609987872,10.7472072213136,2,11.15,68.9447222222222,3589.88874087753,19494.8987441192,115.502463057854
2014,ash,WI,WI-2,Tribal,Weekday,Aug,145.275095689889,23.2158240783036,4,581.100382759555,92.8632963132145,6.61666666666667,21.9559338574139,3.50868877757737,1,6.61666666666667,43.7802777777778,538.974487634742,8623.59180215587,12.3108969378974
2014,ash,WI,WI-2,Tribal,Weekday,All,477.841468258128,64.2562310481425,2.83795872930862,1356.0943660688,167.685689748038,5.85524774046453,81.6090948562012,11.3054570892004,3,17.7666666666667,112.725,4128.86322851227,28118.4905462751,127.813359995752
2014,ash,WI,WI-2,Tribal,Weekend,Jun,25.8032826065667,10.9464836471564,3,77.4098478197,32.8394509414691,2.41666666666667,10.6772203889241,4.52957944020263,1,2.41666666666667,5.84027777777778,119.825504237462,1078.42953813716,20.5170899051064
2014,ash,WI,WI-2,Tribal,Weekend,All,25.8032826065667,10.9464836471564,3,77.4098478197,32.8394509414691,2.41666666666667,10.6772203889241,4.52957944020263,1,2.41666666666667,5.84027777777778,119.825504237462,1078.42953813716,20.5170899051064
2014,ash,WI,WI-2,Tribal,All,Jun,25.8032826065667,10.9464836471564,3,77.4098478197,32.8394509414691,2.41666666666667,10.6772203889241,4.52957944020263,1,2.41666666666667,5.84027777777778,119.825504237462,1078.42953813716,20.5170899051064
2014,ash,WI,WI-2,Tribal,All,Jul,332.566372568239,59.9156802588231,2.33034379671151,774.993983309244,139.624133816899,5.575,59.6531609987872,10.7472072213136,2,11.15,68.9447222222222,3589.88874087753,19494.8987441192,115.502463057854
2014,ash,WI,WI-2,Tribal,All,Aug,145.275095689889,23.2158240783036,4,581.100382759555,92.8632963132145,6.61666666666667,21.9559338574139,3.50868877757737,1,6.61666666666667,43.7802777777778,538.974487634742,8623.59180215587,12.3108969378974
2014,ash,WI,WI-2,Tribal,All,All,503.644750864694,65.1819663154598,2.84626060616606,1433.5042138885,170.87106274736,5.45741532237953,92.2863152451253,12.1790988952737,4,20.1833333333333,118.565277777778,4248.68873274973,29196.9200844123,148.330449900858
2014,ash,WI,WI-2,All,Weekday,May,1435.9344605475,409.5763045249,2.2003367003367,3159.53929282086,915.180958251748,7.425,193.391846538384,52.0081855861614,16,118.8,972.392777777778,167752.749228274,837556.186346588,2704.8513679646
2014,ash,WI,WI-2,All,Weekday,Jun,4751.26369565217,1900.47308184869,2.32338046001266,11038.9932308458,4368.51002276732,6.1263238502049,775.548895524559,307.499610537958,52,315.933333333333,2317.34666666667,3611797.93483145,19083879.8190185,94556.0104809956
2014,ash,WI,WI-2,All,Weekday,Jul,4274.6460952381,458.187718596048,2.24642400279102,9602.66759177978,1046.93299706281,4.77722222222222,894.797414981809,94.6120546599836,30,143.316666666667,901.991388888889,209935.985472251,1096068.70033892,8951.44088698372
2014,ash,WI,WI-2,All,Weekday,Aug,3856.92571428572,432.459797470885,2.47865275142315,9559.97953374898,1025.02564123076,5.01904761904762,768.457685009488,82.8080285625063,35,175.666666666667,1100.63055555556,187021.476428559,1050677.56518054,6857.16959440885
2014,ash,WI,WI-2,All,Weekday,Sep,1727.66507462687,548.984825000473,2.18252032520325,3770.66414051693,1286.86249417432,4.82352941176471,358.174466690936,101.796312261234,17,82,530.063333333333,301384.3380808,1656015.07891256,10362.4891899866
2014,ash,WI,WI-2,All,Weekday,All,16046.4350403504,2116.10313643767,2.31402449804836,37131.8437897124,4870.74915693645,5.36603610376395,2990.37030874517,351.328850964932,150,835.716666666667,5822.42472222222,4477892.48404133,23724197.3497971,123431.961520339
2014,ash,WI,WI-2,All,Weekend,May,2653.13439045183,511.166358679868,1.76440554339898,4681.20502589568,905.587476411453,3.51538461538462,754.720942579296,138.772511812715,39,137.1,630.778888888889,261291.046246036,820088.677433264,19257.8100348101
2014,ash,WI,WI-2,All,Weekend,Jun,1817.08495652174,598.669597484691,2.2730388796396,4130.30475378215,1366.10890651768,4.59954954954955,395.057154390193,133.372849364956,37,170.183333333333,923.850833333333,358405.286952481,1866253.54446694,17788.3169477273
2014,ash,WI,WI-2,All,Weekend,Jul,3467.84359663866,723.412596151454,2.17669411019633,7548.43473188541,1567.89288546501,4.23162634913548,819.506097778962,157.057161831356,44,184.216666666667,959.0025,523325.784270587,2458288.1002918,24666.9520825208
2014,ash,WI,WI-2,All,Weekend,Aug,2763.60714285714,311.901111523523,2.61772594752187,7234.36612661391,786.017097737383,3.9330739919004,702.658314730004,72.211876419528,37,142.916666666667,702.009722222222,97282.3033696088,617822.877935498,5214.55509602918
2014,ash,WI,WI-2,All,Weekend,Sep,1247.63910447761,238.666214671772,2.10201581467869,2622.5571286235,513.056491104861,5.54259259259259,225.10027277578,40.8613233035082,27,149.65,1368.06916666667,56961.5620257523,263226.963064833,1669.64774211383
2014,ash,WI,WI-2,All,Weekend,All,11949.309190947,1138.9758482358,2.19400697963888,26216.8677668007,2454.72608720247,4.12465748319016,2897.04278225424,261.910828151875,184,784.066666666667,4583.71111111111,1297265.98286447,6025680.16319233,68597.2819032011
2014,ash,WI,WI-2,All,All,May,4089.06885099934,655.014347533174,1.91748894538675,7840.74431871654,1287.49557815934,4.31285064175186,948.11278911768,148.198047904737,55,255.9,1603.17166666667,429043.795474309,1657644.86377985,21962.6614027747
2014,ash,WI,WI-2,All,All,Jun,6568.34865217391,1992.53688090934,2.30945383503773,15169.297984628,4577.13156501815,5.61106672279051,1170.60604991475,335.178053321996,89,486.116666666667,3241.1975,3970203.22178393,20950133.3634855,112344.327428723
2014,ash,WI,WI-2,All,All,Jul,7742.48969187675,856.307053423501,2.21519214183259,17151.1023236652,1885.30018846621,4.51640542893597,1714.30351276077,183.353191871602,74,327.533333333333,1860.99388888889,733261.769742839,3554356.80063072,33618.3929695045
2014,ash,WI,WI-2,All,All,Aug,6620.53285714286,533.201443919807,2.53670603601696,16794.3456603629,1291.7044720508,4.50034725903004,1471.11599973949,109.871400693893,72,318.583333333333,1802.64027777778,284303.779798168,1668500.44311603,12071.724690438
2014,ash,WI,WI-2,All,All,Sep,2975.30417910448,598.619996413879,2.14876223884601,6393.22126914043,1385.3671145142,5.10103383154357,583.274739466716,109.69109777963,44,231.65,1898.1325,358345.900106553,1919242.04197739,12032.1369321004
2014,ash,WI,WI-2,All,All,All,27995.7442312973,2403.15593894899,2.2627979107515,63348.711556513,5454.34482894045,4.75518598722023,5887.41309099941,438.211414072637,334,1619.78333333333,10406.1358333333,5775158.4669058,29749877.5129895,192029.24342354
